deal_type,deal_ym,lawd_cd,umd_name,jibun,building_name,area_m2,floor,build_year,deal_year,deal_month,deal_day,deal_amount,deposit,monthly_rent,contract_type,contract_term,pre_deposit,pre_monthly_rent,use_rr_right,dealing_gbn,cdeal_type
오피스텔_매매,202602,11500,마곡동,773-1,마곡역센트럴푸르지오시티,23.65,11,2016,2026,2,6,17000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,가양동,1479-8,동양 트레벨 스카이 오피스텔,26.96,14,2003,2026,2,2,12000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,등촌동,628-18,트라비하우스,50.16,4,2005,2026,2,6,27500,,,,,,,,직거래,
오피스텔_매매,202602,11500,마곡동,776-2,마곡센트럴대방디엠시티오피스텔,35.2427,7,2017,2026,2,4,30700,,,,,,,,중개거래,
오피스텔_매매,202602,11500,마곡동,760,마곡나루역보타닉푸르지오시티,19.96,5,2017,2026,2,3,15000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,등촌동,631,등촌동두산위브센티움,28.45,6,2004,2026,2,3,16400,,,,,,,,중개거래,
오피스텔_매매,202602,11500,등촌동,820,경동미르웰 양천향교 101동,14.33,2,2017,2026,2,4,10200,,,,,,,,직거래,
오피스텔_매매,202602,11500,가양동,1479-9,휴먼빌,25.64,3,2004,2026,2,3,10500,,,,,,,,중개거래,
오피스텔_매매,202602,11500,가양동,1480-1,이스타빌2차,32.8,14,2003,2026,2,2,15950,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,829,오피앙2,22.5,4,2002,2026,2,2,7100,,,,,,,,중개거래,
