region_name,deal_ym,deal_type,building_name,umd_name,jibun,area_m2,deal_amount,deposit,monthly_rent,floor,deal_day,build_year
화곡동,202604,오피스텔_전월세,브릴리언트 화곡,화곡동,905-11,29.99,,1000,110,4,7,2022
염창동,202604,오피스텔_전월세,현진파크뷰,염창동,252,28.41,,23000,14,6,13,2019
등촌동,202604,오피스텔_전월세,등촌2차 크라운팰리스,등촌동,641-2,27.9,,25000,10,11,11,2020
화곡동,202604,오피스텔_전월세,(899-15),화곡동,899-15,28.68,,500,50,6,3,1997
가양동,202604,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,24300,23,3,10,2020
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,1000,72,14,7,2019
화곡동,202604,오피스텔_전월세,경동엠파이어시티 101동,화곡동,1051-1,15.63,,8550,0,2,11,2013
방화동,202604,오피스텔_전월세,현대가우스,방화동,613-3,61.67,,28000,0,6,4,
방화동,202604,오피스텔_전월세,신마곡벽산블루밍,방화동,904,45.85,,30000,10,6,6,2020
화곡동,202604,오피스텔_전월세,경동엠파이어시티 101동,화곡동,1051-1,15.63,,500,50,6,9,2013
마곡동,202604,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.87,,1000,80,12,13,2017
마곡동,202604,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,13700,15,13,11,2015
마곡동,202604,오피스텔_전월세,스카이오피스텔,마곡동,784-3,17.5,,12200,7,9,6,2016
마곡동,202604,오피스텔_전월세,플레이스에이치,마곡동,793-9,18.38,,500,70,8,11,2015
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,29.48,,20470,15,5,10,2017
마곡동,202604,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,12150,4,2,2,2015
화곡동,202604,오피스텔_전월세,덕용팰리체,화곡동,371-21,49.56,,29900,0,11,11,2018
방화동,202604,오피스텔_전월세,펜타곤스카이,방화동,620-129,37.38,,30000,0,12,9,2022
등촌동,202604,오피스텔_전월세,트라비하우스,등촌동,628-18,50.16,,27900,0,11,1,2005
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,1000,113,4,9,2017
마곡동,202604,오피스텔_전월세,마곡오드카운티1차,마곡동,784-11,16.57,,500,70,6,11,2016
등촌동,202604,오피스텔_전월세,킹덤하이너스,등촌동,656-41,32.43,,21000,15,11,13,2018
화곡동,202604,오피스텔_전월세,경동엠파이어시티 101동,화곡동,1051-1,15.63,,500,50,9,3,2013
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,23.84,,15600,7,6,11,2015
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,23.84,,1000,77,12,10,2015
염창동,202604,오피스텔_전월세,아네스트염창,염창동,310,18.84,,12000,15,3,8,2019
등촌동,202604,오피스텔_전월세,파인하우스,등촌동,506-23,44.07,,3000,72,3,6,2016
등촌동,202604,오피스텔_전월세,비원오피스텔,등촌동,648-6,40.37,,1000,70,5,6,2004
마곡동,202604,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,12400,20,2,6,2015
마곡동,202604,오피스텔_전월세,우성르보아,마곡동,793-6,19.36,,500,63,5,1,2015
마곡동,202604,오피스텔_전월세,마곡럭스나인오피스텔 엘동,마곡동,758-1,21.87,,1000,75,8,3,2017
화곡동,202604,오피스텔_전월세,서안EZtel,화곡동,1063-8,32.81,,2000,60,6,10,2001
마곡동,202604,오피스텔_전월세,엘리안,마곡동,793-4,20.85,,500,64,2,10,2015
가양동,202604,오피스텔_전월세,동양 트레벨 스카이 오피스텔,가양동,1479-8,26.96,,1000,60,7,3,2003
화곡동,202604,오피스텔_전월세,강서구청 파크뷰 에버,화곡동,987-1,15.43,,12000,20,14,7,2020
마곡동,202604,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,1500,75,6,1,2016
화곡동,202604,오피스텔_전월세,강서 동도센트리움,화곡동,1161,18.97,,500,55,19,10,2012
등촌동,202604,오피스텔_전월세,까사지오,등촌동,634,18.65,,15000,20,12,9,2022
화곡동,202604,오피스텔_전월세,에스엠케이오피스텔,화곡동,937-13,19.74,,10900,0,8,9,2019
등촌동,202604,오피스텔_전월세,강서메트로칸,등촌동,656-52,18.75,,3000,30,8,3,2013
마곡동,202604,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,42.41,,3000,128,11,8,2017
화곡동,202604,오피스텔_전월세,화성오피스텔,화곡동,27-8,25.24,,500,49,6,2,2004
마곡동,202604,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,13700,0,4,10,2015
화곡동,202604,오피스텔_전월세,연우넥스트뷰,화곡동,1107-3,17.32,,13500,7,11,10,2018
등촌동,202604,오피스텔_전월세,등촌동 Y HAUS 오피스텔,등촌동,633-24,29.07,,24000,20,3,8,2020
등촌동,202604,오피스텔_전월세,경동미르웰 양천향교 101동,등촌동,820,14.33,,1000,67,9,4,2017
화곡동,202604,오피스텔_전월세,미래안포레,화곡동,1105,20.33,,19500,0,7,9,2022
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,16,8,8,2017
등촌동,202604,오피스텔_전월세,등촌 미르웰 한올림 3차,등촌동,656-58,14.41,,13200,7,10,7,2018
등촌동,202604,오피스텔_전월세,강변샤르망3단지,등촌동,628-17,63.16,,1500,126,14,7,2005
마곡동,202604,오피스텔_전월세,미르웰플러스오피스텔,마곡동,784-4,19.46,,12600,12,4,9,2015
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,23.84,,17300,0,7,9,2015
염창동,202604,오피스텔_전월세,노블레르,염창동,264-26,27.72,,24000,5,12,2,2019
가양동,202604,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,1000,55,5,6,2004
화곡동,202604,오피스텔_전월세,(24-126),화곡동,24-126,30.78,,500,60,5,6,1995
마곡동,202604,오피스텔_전월세,마곡럭스나인오피스텔 엘동,마곡동,758-1,25.29,,500,85,12,3,2017
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.46,,16200,6,5,7,2016
가양동,202604,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,9300,25,4,9,2004
마곡동,202604,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,26.22,,19750,25,6,9,2016
등촌동,202604,오피스텔_전월세,트라비하우스,등촌동,628-18,50.16,,27900,0,11,9,2005
마곡동,202604,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,30.37,,1000,105,3,8,
마곡동,202604,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,42.41,,36000,21,9,2,2017
등촌동,202604,오피스텔_전월세,등촌투웨니퍼스트2차,등촌동,633-17,29.68,,21100,32,8,9,2016
등촌동,202604,오피스텔_전월세,루나클래식,등촌동,630-4,29.73,,26775,0,5,9,2021
마곡동,202604,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,23,,15880,13,8,9,2016
화곡동,202604,오피스텔_전월세,강서구청 파크뷰 에버,화곡동,987-1,15.43,,12960,7,4,7,2020
마곡동,202604,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,62,13,9,2015
마곡동,202604,오피스텔_전월세,미르웰플러스오피스텔,마곡동,784-4,34.75,,23000,20,13,4,2015
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.76,,1000,80,7,9,2017
화곡동,202604,오피스텔_전월세,더레스트,화곡동,24-168,29.92,,25000,0,3,9,2023
화곡동,202604,오피스텔_전월세,강서크라운팰리스,화곡동,998-5,29.98,,3000,100,4,9,2019
마곡동,202604,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,14500,10,6,8,2016
마곡동,202604,연립다세대_전월세,신안(327-53),마곡동,327-53,49.68,,10200,0,2,10,1984
화곡동,202604,연립다세대_전월세,현대블루밍,화곡동,354-79,31.75,,18200,20,4,7,2015
등촌동,202604,연립다세대_전월세,두보하이츠빌라,등촌동,515-44,53.22,,25000,0,1,5,1988
화곡동,202604,연립다세대_전월세,새한아트빌A(1039-7),화곡동,1039-7,63.1,,18000,0,2,1,2002
방화동,202604,연립다세대_전월세,우송아르떼빌,방화동,247-117,35.48,,15500,15,4,13,2014
화곡동,202604,연립다세대_전월세,연희맨션(나동),화곡동,409-212,59.88,,3000,80,2,24,2001
내발산동,202604,연립다세대_전월세,류킹덤,내발산동,676-18,38.49,,25200,0,2,21,2019
방화동,202604,연립다세대_전월세,유화빌라,방화동,496-1,59.6,,300,27,2,21,1989
화곡동,202604,연립다세대_전월세,NS오피스,화곡동,402-3,13.83,,8000,0,6,29,2013
화곡동,202604,연립다세대_전월세,초롱빌라,화곡동,377-2,61.63,,3000,100,2,18,1995
내발산동,202604,연립다세대_전월세,명칭없음,내발산동,678-24,39.76,,7000,0,-1,24,1986
등촌동,202604,연립다세대_전월세,DH프라임,등촌동,528-2,44.9,,5000,110,2,13,2014
화곡동,202604,연립다세대_전월세,주연하우스,화곡동,868-29,29.16,,25000,3,6,13,2022
화곡동,202604,연립다세대_전월세,리젠트라움-화곡,화곡동,24-152,29.21,,16200,10,8,25,2015
화곡동,202604,연립다세대_전월세,주연하우스,화곡동,868-29,43.67,,5000,112,2,25,2022
화곡동,202604,연립다세대_전월세,더클래식,화곡동,102-312,47.53,,1000,120,2,12,2018
화곡동,202604,연립다세대_전월세,(475-13),화곡동,475-13,49.8,,8300,18,-1,14,1989
화곡동,202604,연립다세대_전월세,창대빌라(362-56),화곡동,362-56,46.32,,20600,20,6,11,2014
화곡동,202604,연립다세대_전월세,정연채,화곡동,972-11,22.265,,3000,49,2,20,2018
화곡동,202604,연립다세대_전월세,미소빌,화곡동,1036-1,27.79,,20700,4,6,11,2018
화곡동,202604,연립다세대_전월세,청해빌라,화곡동,153-3,51.6,,3000,70,3,23,1993
화곡동,202604,연립다세대_전월세,소담밸리,화곡동,1045-23,29.14,,3000,55,5,10,2012
화곡동,202604,연립다세대_전월세,아줄리움(1049-24),화곡동,1049-24,26.24,,19800,0,2,30,2018
화곡동,202604,연립다세대_전월세,이화빌라가동,화곡동,421-4,35.95,,13000,0,2,11,1987
화곡동,202604,연립다세대_전월세,더존퍼스트,화곡동,354-18,28.9,,24600,0,5,18,2022
화곡동,202604,연립다세대_전월세,한울뜨란채,화곡동,105-420,48.18,,15800,25,2,27,2010
화곡동,202604,연립다세대_전월세,아인스빌HANAGREEN,화곡동,1163,26.35,,2000,85,5,23,2013
등촌동,202604,연립다세대_전월세,경진빌딩,등촌동,660-3,18.96,,1000,33,6,22,2003
화곡동,202604,연립다세대_전월세,유니크빌,화곡동,29-16,77.84,,5500,100,1,15,2001
화곡동,202604,연립다세대_전월세,동양퀸스빌(425-46),화곡동,425-46,44.82,,15000,20,4,6,2003
화곡동,202604,연립다세대_전월세,준쉐르빌(346-12),화곡동,346-12,29.98,,4000,70,5,27,2013
화곡동,202604,연립다세대_전월세,보노하우스A동,화곡동,840-2,26.36,,4000,125,6,29,2016
내발산동,202604,연립다세대_전월세,행복빌리지,내발산동,693-17,38.38,,7500,35,4,20,2003
등촌동,202604,연립다세대_전월세,메종드NK,등촌동,649-13,26.69,,3000,130,9,24,2021
공항동,202604,연립다세대_전월세,평화주택3차나동,공항동,55-339,50.61,,14800,0,4,10,2000
화곡동,202604,연립다세대_전월세,광진빌라트4동(56-486),화곡동,56-486,32.42,,10000,10,2,22,2003
화곡동,202604,연립다세대_전월세,마크하우스,화곡동,877-2,43.94,,3000,120,6,26,2018
화곡동,202604,연립다세대_전월세,화곡투웨니퍼스트,화곡동,105-378,24.45,,1000,98,13,20,2018
내발산동,202604,연립다세대_전월세,성강청안채,내발산동,715-7,83.98,,36300,0,6,10,2017
화곡동,202604,연립다세대_전월세,청운맨션주택1동,화곡동,330-22,69,,20000,0,3,23,2001
등촌동,202604,연립다세대_전월세,현대하이츠,등촌동,365-19,28.41,,16000,25,2,9,2015
마곡동,202604,연립다세대_전월세,청람아트빌,마곡동,6-4,26.09,,15000,20,6,11,2018
화곡동,202604,연립다세대_전월세,명주빌하모니,화곡동,895-27,60.14,,21600,0,5,9,2008
화곡동,202604,연립다세대_전월세,뫼비우스,화곡동,350-12,29.21,,15400,10,4,24,2016
공항동,202604,연립다세대_전월세,대화아트빌,공항동,22-94,36.03,,5000,50,3,14,2003
화곡동,202604,연립다세대_전월세,더원하우스,화곡동,161-33,29.14,,20000,0,2,30,2023
화곡동,202604,연립다세대_전월세,선결아트빌,화곡동,1072-5,46.54,,1000,60,2,24,2003
등촌동,202604,연립다세대_전월세,(645-23),등촌동,645-23,39.15,,5000,50,2,4,1986
방화동,202604,연립다세대_전월세,보성빌라,방화동,593-30,43.92,,11000,0,2,16,1987
염창동,202604,연립다세대_전월세,일광리치빌,염창동,252-19,43.44,,23700,10,6,13,2011
화곡동,202604,연립다세대_전월세,현대빌라나동(57-23),화곡동,57-23,61.07,,2000,80,4,14,2000
공항동,202604,연립다세대_전월세,에클레시아빌,공항동,61-134,29.75,,5500,75,4,2,2026
화곡동,202604,연립다세대_전월세,대창아이빌,화곡동,1015-31,37.5,,1000,47,1,23,2002
등촌동,202604,연립다세대_전월세,삼성아트빌,등촌동,519-13,83.21,,5000,120,4,23,2002
화곡동,202604,연립다세대_전월세,태영아트빌(362-131),화곡동,362-131,37.82,,5000,50,3,30,2002
화곡동,202604,연립다세대_전월세,까사지오,화곡동,1101-7,28.88,,5500,90,3,30,2021
화곡동,202604,연립다세대_전월세,DS하우징,화곡동,359-32,28.95,,3000,100,3,16,2022
등촌동,202604,연립다세대_전월세,대명월드,등촌동,365-184,49.82,,19000,0,4,17,2008
화곡동,202604,연립다세대_전월세,장미맨숀9차,화곡동,24-220,58.53,,5000,100,1,17,1991
공항동,202604,연립다세대_전월세,공항빌리지,공항동,658-3,60.28,,5000,65,5,22,2008
화곡동,202604,연립다세대_전월세,청림하우징,화곡동,882-40,29.99,,15000,22,4,27,2017
화곡동,202604,연립다세대_전월세,삼성쉐르빌(346-62),화곡동,346-62,27.56,,16100,24,4,30,2017
화곡동,202604,연립다세대_전월세,보노하우스(857-8),화곡동,857-8,23.87,,17800,13,6,28,2015
내발산동,202604,연립다세대_전월세,드림빌라,내발산동,711-4,71.09,,20790,4,2,27,2001
내발산동,202604,연립다세대_전월세,세명더클래스,내발산동,650-7,28.41,,20900,19,2,30,2018
공항동,202604,연립다세대_전월세,삼익마곡스테이,공항동,657-4,29.32,,5000,100,6,25,2017
등촌동,202604,연립다세대_전월세,래안빌,등촌동,515-25,20.93,,20100,0,5,30,2019
화곡동,202604,연립다세대_전월세,인터시티빌라(56-418),화곡동,56-418,60,,19000,0,3,25,2008
화곡동,202604,연립다세대_전월세,스카이빌(400-72),화곡동,400-72,24.38,,2000,75,5,11,2016
화곡동,202604,연립다세대_전월세,화인아트빌2차,화곡동,504-129,43.14,,1962,6,3,9,2011
화곡동,202604,연립다세대_전월세,복지하이츠빌라A,화곡동,421-3,59.83,,13000,45,3,17,1991
화곡동,202604,연립다세대_전월세,천우빌라,화곡동,157-9,40.45,,10000,16,4,28,1998
화곡동,202604,연립다세대_전월세,더뉴리빙,화곡동,808-4,28.68,,50,90,4,29,2018
화곡동,202604,연립다세대_전월세,청담하우스,화곡동,964-10,24.85,,1000,60,3,25,2017
화곡동,202604,연립다세대_전월세,하이트맨션(967-3),화곡동,967-3,56.67,,1500,60,-1,28,2002
화곡동,202604,연립다세대_전월세,정우아트빌라(46-303),화곡동,46-303,42.98,,1000,50,-1,25,1992
공항동,202604,연립다세대_전월세,위하우스B,공항동,675-7,27.12,,20000,10,6,23,2021
화곡동,202604,연립다세대_전월세,로즈팰리스투(346-38),화곡동,346-38,74.4,,1000,30,5,8,2009
화곡동,202604,연립다세대_전월세,거성,화곡동,50-120,49.5,,2000,75,3,25,1986
화곡동,202604,연립다세대_전월세,현대빌라트6차(나동),화곡동,988-19,60.83,,17100,30,2,24,2004
화곡동,202604,연립다세대_전월세,양지빌라,화곡동,1130-33,39.75,,300,35,-1,4,1988
화곡동,202604,연립다세대_전월세,시원아트빌가동,화곡동,1014-30,59.97,,22000,0,3,22,2002
화곡동,202604,연립다세대_전월세,바라홈,화곡동,355-35,29.23,,22500,0,6,6,2023
마곡동,202604,연립다세대_전월세,마곡씨제이빌딩,마곡동,359-11,35.22,,22300,14,6,1,2017
등촌동,202604,연립다세대_전월세,예성주택,등촌동,571-1,34.27,,1000,105,2,11,2017
등촌동,202604,연립다세대_전월세,등촌엠타운,등촌동,653-1,31.18,,20500,15,3,2,2017
화곡동,202604,연립다세대_전월세,산장하이츠,화곡동,167-44,38.16,,8450,0,1,27,1991
등촌동,202604,연립다세대_전월세,등촌센트라노,등촌동,643-90,37.28,,3000,100,4,26,2024
방화동,202604,연립다세대_전월세,통일빌라(592-97),방화동,592-97,43.6,,5000,50,4,10,2000
화곡동,202604,연립다세대_전월세,JKVILL,화곡동,366-21,39.56,,2000,100,3,22,2015
화곡동,202604,연립다세대_전월세,인터시티빌라(56-418),화곡동,56-418,60,,19000,0,3,25,2008
화곡동,202604,연립다세대_전월세,대성맨션,화곡동,56-56,59.77,,1000,100,1,16,1983
공항동,202604,연립다세대_전월세,미래아트빌,공항동,12-24,25.77,,1000,60,5,9,2002
화곡동,202604,연립다세대_전월세,삼성빌라트B동(156-14),화곡동,156-14,44.7,,1500,60,4,29,2001
등촌동,202604,연립다세대_전월세,여원빌리지,등촌동,365-64,51.48,,4000,90,1,25,2001
화곡동,202604,연립다세대_전월세,Y&B,화곡동,464-12,29.64,,5000,70,4,26,2020
방화동,202604,연립다세대_전월세,스카이빌딩(826-1),방화동,826-1,18.59,,1000,52,4,22,2015
방화동,202604,연립다세대_전월세,(247-167),방화동,247-167,28.13,,1000,50,2,16,2002
화곡동,202604,연립다세대_전월세,창대빌라(371-42),화곡동,371-42,54.91,,18700,0,3,6,2009
화곡동,202604,연립다세대_전월세,태성빌라(102-344),화곡동,102-344,42.8,,10000,0,3,6,1993
방화동,202604,연립다세대_전월세,트윈빌A동,방화동,247-171,21.65,,8100,0,3,21,2010
