region_name,deal_ym,deal_type,building_name,umd_name,jibun,area_m2,deal_amount,deposit,monthly_rent,floor,deal_day,build_year
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.84,,500,78,10,13,2017
공항동,202604,오피스텔_전월세,에테르힐스,공항동,45-11,28.81,,23000,0,9,21,2023
화곡동,202604,오피스텔_전월세,서경홈타운,화곡동,24-144,28.59,,19500,0,7,21,2021
마곡동,202604,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,500,60,6,6,2016
염창동,202604,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,20000,25,5,16,2018
등촌동,202604,오피스텔_전월세,유원더블레스,등촌동,637-27,21,,20000,15,2,17,2020
공항동,202604,오피스텔_전월세,크라운타워,공항동,72-20,29.32,,5000,92,13,21,2024
화곡동,202604,오피스텔_전월세,늘예솔하우스,화곡동,938-9,29.82,,1000,90,7,18,2020
마곡동,202604,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,1000,72,7,11,2015
화곡동,202604,오피스텔_전월세,(918-25),화곡동,918-25,26.48,,11990,0,2,16,2013
화곡동,202604,오피스텔_전월세,(918-25),화곡동,918-25,26.48,,10280,0,4,16,2013
등촌동,202604,오피스텔_전월세,태양빌딩,등촌동,654-61,23.62,,1000,60,8,21,2004
등촌동,202604,오피스텔_전월세,아이디움,등촌동,656-36,17.31,,1000,50,3,20,2014
등촌동,202604,오피스텔_전월세,루미에르,등촌동,641-12,20.8,,23200,5,7,9,2024
마곡동,202604,오피스텔_전월세,마곡시티오피스텔,마곡동,758,24.4,,500,75,11,21,2016
마곡동,202604,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,13500,10,6,8,2016
화곡동,202604,오피스텔_전월세,강서포스텔,화곡동,1065-6,42.16,,13000,20,6,15,1998
등촌동,202604,오피스텔_전월세,등촌동 Y HAUS 오피스텔,등촌동,633-24,29.07,,24500,4,8,18,2020
화곡동,202604,오피스텔_전월세,자하클래식,화곡동,24-39,15.88,,12000,20,5,17,2018
화곡동,202604,오피스텔_전월세,(402-4),화곡동,402-4,52.8,,2000,76,4,20,2000
화곡동,202604,오피스텔_전월세,범우데시앙,화곡동,24-81,29.97,,26500,0,8,20,2023
화곡동,202604,오피스텔_전월세,글로벌MJ9,화곡동,982-11,18.21,,1000,65,7,21,2024
화곡동,202604,오피스텔_전월세,강서구청 파크뷰 에버,화곡동,987-1,15.43,,14000,0,5,18,2020
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,21.5,,1000,80,6,2,2017
마곡동,202604,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,65,5,20,2015
마곡동,202604,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,17.36,,11900,12,9,14,
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,29.48,,1000,90,13,20,2017
염창동,202604,오피스텔_전월세,등촌노블레르,염창동,242-5,27.64,,22500,12,13,5,2020
가양동,202604,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,1000,53,3,21,2004
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.84,,1000,75,9,20,2017
염창동,202604,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,22200,11,12,20,2018
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,18000,0,11,16,2017
염창동,202604,오피스텔_전월세,목동더채움,염창동,262-5,61.87,,55000,0,13,20,2023
가양동,202604,오피스텔_전월세,플래티노,가양동,187-7,17.24,,100,31,3,21,2020
마곡동,202604,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,21.87,,10000,28,8,20,2016
화곡동,202604,오피스텔_전월세,청담라인씨티,화곡동,920-17,24.38,,10000,25,5,21,2018
등촌동,202604,오피스텔_전월세,삼부르네상스,등촌동,75-1,60.8,,34650,0,13,11,2004
화곡동,202604,오피스텔_전월세,강서 동도센트리움,화곡동,1161,19.57,,8550,10,20,6,2012
화곡동,202604,오피스텔_전월세,거마지엠밸리,화곡동,1116-5,13.42,,13300,0,11,2,2020
마곡동,202604,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,1000,75,10,14,2016
염창동,202604,오피스텔_전월세,팔레시움,염창동,283-2,18.14,,1000,55,5,17,2012
마곡동,202604,오피스텔_전월세,마곡아이파크,마곡동,795-2,26.42,,16400,15,3,8,2016
등촌동,202604,오피스텔_전월세,퀸즈오피스텔,등촌동,641-10,14.53,,7000,43,4,16,2018
화곡동,202604,오피스텔_전월세,(918-15),화곡동,918-15,33.37,,1000,60,5,14,1997
마곡동,202604,오피스텔_전월세,롯데캐슬 르웨스트,마곡동,767-4,46.24,,54000,0,15,2,2024
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,10000,50,10,17,2017
마곡동,202604,오피스텔_전월세,매그넘793,마곡동,793-7,27.46,,21500,6,3,20,2020
마곡동,202604,오피스텔_전월세,엘리안,마곡동,793-4,23.73,,1000,78,5,6,2015
등촌동,202604,오피스텔_전월세,강서메트로칸,등촌동,656-52,18.81,,200,65,11,16,2013
마곡동,202604,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,12150,9,7,4,2015
등촌동,202604,오피스텔_전월세,태양빌딩,등촌동,654-61,19.22,,1000,48,7,18,2004
가양동,202604,오피스텔_전월세,가양글로벌퍼스트,가양동,448-11,28.12,,1000,98,6,9,2018
등촌동,202604,오피스텔_전월세,효성인텔리안,등촌동,681-3,50.37,,2000,125,8,9,2005
화곡동,202604,오피스텔_전월세,루체비스타,화곡동,897-2,32.66,,2000,90,3,17,2017
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,22.95,,13950,15,14,8,2015
마곡동,202604,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,1000,70,9,17,2015
방화동,202604,오피스텔_전월세,공항오피스텔,방화동,620-175,29.3,,3000,37,3,17,2001
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,15600,0,11,9,2017
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,1000,75,4,16,2017
마곡동,202604,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.87,,1000,79,13,17,2017
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,5000,132,12,11,2017
마곡동,202604,오피스텔_전월세,필네이처,마곡동,795-1,22.16,,3400,62,8,17,2016
가양동,202604,오피스텔_전월세,동양 트레벨 스카이 오피스텔,가양동,1479-8,26.96,,4000,45,10,17,2003
가양동,202604,오피스텔_전월세,아트리버빌 5차,가양동,237-1,41.64,,22226,0,2,18,2018
방화동,202604,오피스텔_전월세,신마곡벽산블루밍,방화동,904,46.89,,34000,0,13,18,2020
마곡동,202604,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,17.36,,500,70,6,11,
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.09,,1000,80,7,15,2016
마곡동,202604,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,18900,15,10,17,2016
마곡동,202604,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,3000,60,2,9,2015
화곡동,202604,오피스텔_전월세,(924-2),화곡동,924-2,36.12,,500,60,5,20,1996
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16740,0,4,17,2019
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16200,15,8,18,2017
마곡동,202604,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,1000,78,10,11,2016
화곡동,202604,오피스텔_전월세,연우넥스트뷰,화곡동,1107-3,17.32,,13500,3,9,20,2018
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,500,81,13,6,2017
마곡동,202604,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,14900,15,13,18,2016
마곡동,202604,오피스텔_전월세,필네이처,마곡동,795-1,22.16,,1000,75,6,17,2016
염창동,202604,오피스텔_전월세,그린뷰,염창동,261-12,19.9,,16000,0,2,18,2018
등촌동,202604,오피스텔_전월세,강서메트로칸,등촌동,656-52,18.75,,1000,53,7,18,2013
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,21.5,,1000,80,4,18,2017
염창동,202604,오피스텔_전월세,노블레르,염창동,264-26,27.72,,2000,100,5,18,2019
등촌동,202604,오피스텔_전월세,효성인텔리안,등촌동,681-3,58.91,,27300,0,4,11,2005
마곡동,202604,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,23,,15700,0,10,17,2016
등촌동,202604,오피스텔_전월세,베르데하우스,등촌동,641-8,27.9,,23760,9,13,16,2021
화곡동,202604,오피스텔_전월세,도양라비앙오피스텔,화곡동,937-7,29.34,,12000,25,8,15,2019
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16200,0,10,11,2017
가양동,202604,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,24300,5,4,17,2020
화곡동,202604,오피스텔_전월세,대성케이제이,화곡동,937-14,44.16,,2000,100,5,4,2020
화곡동,202604,오피스텔_전월세,엔에스타운,화곡동,368-32,45.2,,27000,0,5,7,2019
등촌동,202604,오피스텔_전월세,경동미르웰양천향교2차,등촌동,685,29.68,,23400,18,14,17,2020
화곡동,202604,오피스텔_전월세,귀뚜라미홈시스텔,화곡동,1111-2,33.72,,2000,35,10,2,2006
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16700,10,5,17,2019
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,30.84,,20475,15,10,17,2017
등촌동,202604,오피스텔_전월세,강변샤르망3단지,등촌동,628-17,63.16,,2000,150,3,6,2005
화곡동,202604,오피스텔_전월세,연우넥스트파크뷰,화곡동,1110,15.29,,13400,0,13,16,2019
방화동,202604,오피스텔_전월세,에어뷰21-1오피스텔,방화동,829-5,26.86,,500,50,3,17,1999
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,15,9,17,2017
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,17100,11,6,17,2017
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,21.89,,17100,0,12,13,2017
마곡동,202604,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,30.31,,6500,79,13,1,2016
화곡동,202604,오피스텔_전월세,포유,화곡동,1111-4,17.92,,14700,0,13,17,2018
염창동,202604,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,15000,60,5,17,2018
방화동,202604,오피스텔_전월세,방화샤르망2오피스텔,방화동,830-5,17.64,,500,35,8,8,2003
화곡동,202604,오피스텔_전월세,파크아리온,화곡동,367-1,28.62,,3000,100,9,17,2021
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16200,6,7,15,2017
마곡동,202604,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,14900,15,8,7,2016
화곡동,202604,오피스텔_전월세,진영하이텔,화곡동,24-151,31.82,,5500,5,6,17,2002
등촌동,202604,오피스텔_전월세,등촌동 Y HAUS 오피스텔,등촌동,633-24,28.61,,23000,10,3,15,2020
마곡동,202604,오피스텔_전월세,마곡오드카운티1차,마곡동,784-11,16.57,,3000,50,7,3,2016
마곡동,202604,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,30.14,,26500,0,14,16,2016
등촌동,202604,오피스텔_전월세,강변샤르망3단지,등촌동,628-17,63.16,,36000,0,8,12,2005
등촌동,202604,오피스텔_전월세,강변샤르망3단지,등촌동,628-17,63.16,,37000,0,12,14,2005
마곡동,202604,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,25.29,,1000,77,6,14,2016
등촌동,202604,오피스텔_전월세,대외그랜드오피스텔,등촌동,635-5,32.64,,11000,15,8,13,2003
방화동,202604,오피스텔_전월세,에어포스빌,방화동,619-68,20.79,,8550,27,6,15,2003
마곡동,202604,오피스텔_전월세,마곡아이파크,마곡동,795-2,36.47,,2000,137,4,13,2016
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,21.5,,15660,8,12,16,2017
마곡동,202604,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.87,,15660,15,12,16,2017
방화동,202604,오피스텔_전월세,에어뷰21-1오피스텔,방화동,829-5,24.99,,8000,0,5,16,1999
염창동,202604,오피스텔_전월세,아네스트염창,염창동,310,18.84,,12000,12,2,17,2019
염창동,202604,오피스텔_전월세,아네스트염창,염창동,310,18.84,,2000,61,4,3,2019
마곡동,202604,오피스텔_전월세,스카이오피스텔,마곡동,784-3,17.52,,12200,0,5,14,2016
화곡동,202604,오피스텔_전월세,화곡팰리스,화곡동,904-3,30.94,,22000,10,6,17,2020
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,1000,85,5,11,2017
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16200,15,12,16,2017
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,23.75,,1000,74,5,14,2016
화곡동,202604,오피스텔_전월세,씨앤케이,화곡동,779-9,28.98,,14500,30,8,16,2018
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16200,6,8,16,2017
마곡동,202604,오피스텔_전월세,갤럭시인텔리젼스,마곡동,793-2,17.37,,11600,6,8,7,2015
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,15,15,16,2017
화곡동,202604,오피스텔_전월세,세림아파트,화곡동,917-4,57.06,,20300,0,4,10,2016
화곡동,202604,오피스텔_전월세,자하클래식,화곡동,24-39,15.88,,11600,11,12,13,2018
등촌동,202604,오피스텔_전월세,길훈엔트런스빌,등촌동,78-7,27.29,,10500,27,9,10,2004
화곡동,202604,오피스텔_전월세,쌍떼포레,화곡동,914-4,21.67,,20000,0,13,10,2021
화곡동,202604,오피스텔_전월세,강서구청 파크뷰 에버,화곡동,987-1,15.46,,12960,0,3,13,2020
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,500,78,7,14,2017
마곡동,202604,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,11830,10,6,11,2015
화곡동,202604,오피스텔_전월세,SJ라벨라,화곡동,1111,22.35,,18500,0,6,16,2020
화곡동,202604,오피스텔_전월세,동인오피스텔,화곡동,29-39,23.92,,3000,40,2,11,2002
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,5,13,16,2017
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16700,9,8,6,2019
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.02,,16740,0,8,14,2019
화곡동,202604,오피스텔_전월세,리더스텔,화곡동,1052-11,30.15,,1000,56,2,16,2002
화곡동,202604,오피스텔_전월세,미리내오피스텔,화곡동,937-12,25.07,,16500,17,5,2,2019
등촌동,202604,오피스텔_전월세,아리움 205,등촌동,510-15,29.97,,29400,0,6,10,2023
가양동,202604,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,22200,0,6,11,2020
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,17000,0,5,14,2017
마곡동,202604,오피스텔_전월세,마곡럭스나인오피스텔 엘동,마곡동,758-1,21.87,,13950,15,3,15,2017
등촌동,202604,오피스텔_전월세,대룡드림타워-1,등촌동,684-3,30.32,,13100,10,3,15,2004
화곡동,202604,오피스텔_전월세,줄리엣오피스텔,화곡동,24-79,25.42,,2000,50,4,6,1999
화곡동,202604,오피스텔_전월세,서경홈타운,화곡동,24-144,29.63,,200,55,3,16,2021
염창동,202604,오피스텔_전월세,염창투웨니퍼스트,염창동,262,28.57,,5000,80,3,15,2019
염창동,202604,오피스텔_전월세,맥시하우스,염창동,241-11,15.6,,15500,0,8,15,2018
등촌동,202604,오피스텔_전월세,아이디움,등촌동,656-36,17.31,,500,57,10,15,2014
마곡동,202604,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,2000,73,12,14,2016
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,23.75,,16800,0,7,14,2016
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.84,,14720,9,6,14,2017
마곡동,202604,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,1000,73,4,7,2015
마곡동,202604,오피스텔_전월세,롯데캐슬 르웨스트,마곡동,767-4,69.84,,8000,280,13,15,2024
등촌동,202604,오피스텔_전월세,등촌동 Y HAUS 오피스텔,등촌동,633-24,29.07,,20000,23,11,15,2020
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,21.86,,500,80,7,14,2017
마곡동,202604,오피스텔_전월세,아르디에,마곡동,784-13,18.59,,11250,10,3,11,2015
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,5,12,14,2017
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,31.51,,23380,0,12,14,2016
마곡동,202604,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,11800,20,3,6,2015
가양동,202604,오피스텔_전월세,마곡지웰에스테이트,가양동,194-2,17.44,,9820,0,3,15,2014
가양동,202604,오피스텔_전월세,가양글로벌퍼스트,가양동,448-11,28.12,,23170,9,6,15,2018
염창동,202604,오피스텔_전월세,등촌노블레르,염창동,242-5,27.64,,2000,91,7,14,2020
등촌동,202604,오피스텔_전월세,강서메트로칸,등촌동,656-52,17.34,,10200,20,10,4,2013
등촌동,202604,오피스텔_전월세,루나클래식,등촌동,630-4,29.73,,4500,40,2,6,2021
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,22.95,,13950,13,14,9,2015
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,5500,60,13,11,2019
화곡동,202604,오피스텔_전월세,포엠빌 화곡1차,화곡동,981-10,28.38,,2000,95,2,14,2023
화곡동,202604,오피스텔_전월세,(24-576),화곡동,24-576,21.6,,1500,68,4,15,2002
방화동,202604,오피스텔_전월세,메종드아이디,방화동,612-147,31.77,,26000,0,8,11,2021
마곡동,202604,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,500,68,7,10,2015
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,200,100,11,1,2017
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.1,,3000,64,13,15,2017
마곡동,202604,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,18900,15,10,10,2016
공항동,202604,오피스텔_전월세,비엔비빌리지,공항동,72-61,22.67,,3000,45,2,13,2011
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,21.61,,15660,15,4,14,2017
마곡동,202604,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,11800,5,10,8,2015
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,1000,82,7,13,2017
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,5000,63,13,14,2017
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16700,15,9,9,2019
마곡동,202604,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,17.36,,500,66,4,14,
화곡동,202604,오피스텔_전월세,(901-5),화곡동,901-5,17.64,,500,65,6,15,2012
등촌동,202604,오피스텔_전월세,등촌동성원상떼뷰오피스텔,등촌동,673-6,37.54,,1000,75,10,10,2003
마곡동,202604,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,26.22,,19575,13,13,8,2016
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,33000,0,11,14,2017
방화동,202604,오피스텔_전월세,에어뷰21-1오피스텔,방화동,829-5,26.86,,7000,5,8,14,1999
방화동,202604,오피스텔_전월세,방화샤르망2오피스텔,방화동,830-5,17.64,,500,37,11,10,2003
마곡동,202604,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,500,61,6,14,2016
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,34000,0,10,14,2017
마곡동,202604,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,64,6,3,2015
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,23.84,,1000,75,9,14,2015
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.09,,1000,82,5,8,2016
등촌동,202604,오피스텔_전월세,경동미르웰 양천향교 101동,등촌동,820,14.33,,12000,15,11,13,2017
가양동,202604,오피스텔_전월세,플래티노,가양동,187-7,17.24,,2000,60,10,14,2020
마곡동,202604,오피스텔_전월세,벨리오,마곡동,784-8,20.58,,2000,61,10,14,2015
등촌동,202604,오피스텔_전월세,The ZAHA,등촌동,565-5,25.37,,24000,16,8,14,2021
화곡동,202604,오피스텔_전월세,연우넥스트파크뷰,화곡동,1110,15.29,,13500,13,10,13,2019
화곡동,202604,오피스텔_전월세,화곡SJ라벨라,화곡동,921-6,42.13,,2000,150,8,8,2022
등촌동,202604,오피스텔_전월세,강서메트로칸,등촌동,656-52,17.34,,500,54,12,14,2013
마곡동,202604,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,18900,12,6,1,2016
등촌동,202604,오피스텔_전월세,등촌동성원상떼뷰오피스텔,등촌동,673-6,38.98,,14000,0,9,1,2003
마곡동,202604,오피스텔_전월세,마곡아이파크,마곡동,795-2,24.9,,1000,80,4,14,2016
마곡동,202604,오피스텔_전월세,세종보타닉1차,마곡동,12-2,29.98,,22850,0,3,8,2020
등촌동,202604,오피스텔_전월세,등촌2차 크라운팰리스,등촌동,641-2,37.3,,30000,10,12,13,2020
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.76,,10000,42,12,11,2017
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,5,12,14,2017
마곡동,202604,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,14980,13,11,13,2016
마곡동,202604,오피스텔_전월세,마곡시티오피스텔,마곡동,758,24.4,,15000,15,3,12,2016
마곡동,202604,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,500,80,11,13,2017
마곡동,202604,오피스텔_전월세,아르디에,마곡동,784-13,18.59,,500,68,9,1,2015
마곡동,202604,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,32.58,,29000,0,14,11,2016
마곡동,202604,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,16950,0,3,10,2017
마곡동,202604,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,500,78,5,13,2016
염창동,202604,오피스텔_전월세,하우스B,염창동,282-24,19.12,,1000,79,6,14,2022
등촌동,202604,오피스텔_전월세,아리움 205,등촌동,510-15,29.97,,5000,110,6,5,2023
마곡동,202604,오피스텔_전월세,미르웰플러스오피스텔,마곡동,784-4,19.46,,12600,10,3,9,2015
화곡동,202604,오피스텔_전월세,SJ라벨라,화곡동,1111,18.02,,15300,0,6,13,2020
등촌동,202604,오피스텔_전월세,등촌투웨니퍼스트3차,등촌동,633-21,27.97,,20900,20,12,13,2016
가양동,202604,오피스텔_전월세,마곡파크뷰에이동,가양동,275-1,28.89,,21500,0,3,13,2017
등촌동,202604,오피스텔_전월세,유원더블레스,등촌동,637-27,21.49,,22400,0,7,13,2020
가양동,202604,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,1000,55,14,3,2004
등촌동,202604,오피스텔_전월세,루나클래식,등촌동,630-4,29.73,,26500,0,9,11,2021
방화동,202604,오피스텔_전월세,벤처오피스텔,방화동,620-52,26,,8390,27,5,11,2002
가양동,202604,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,1000,55,3,1,2004
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,17100,3,11,11,2017
화곡동,202604,오피스텔_전월세,SJ라벨라,화곡동,1111,20.57,,17820,0,3,11,2020
마곡동,202604,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,26.68,,20400,15,13,11,2019
등촌동,202604,오피스텔_전월세,우림보보카운티뷰,등촌동,649-14,27.36,,12800,15,9,11,2004
등촌동,202604,오피스텔_전월세,베르데하우스,등촌동,641-8,27.9,,25000,0,6,13,2021
마곡동,202604,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,11800,3,10,13,2015
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,32.88,,30000,10,4,9,2017
공항동,202604,오피스텔_전월세,크라운타워,공항동,72-20,29.32,,15000,38,6,10,2024
화곡동,202604,오피스텔_전월세,해평스퀘어,화곡동,922-11,18.46,,10700,25,3,8,2018
마곡동,202604,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,23.75,,1000,80,14,11,2016
화곡동,202604,오피스텔_전월세,에벤에셀,화곡동,982-6,15.66,,1000,50,3,10,
마곡동,202604,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,500,68,8,8,2015
등촌동,202604,오피스텔_전월세,등촌동 Y HAUS 오피스텔,등촌동,633-24,28.3,,3000,83,15,8,2020
마곡동,202604,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,2000,66,7,4,2017
공항동,202604,오피스텔_전월세,비엔비빌리지,공항동,72-61,21.66,,2500,50,3,13,2011
등촌동,202604,오피스텔_전월세,호성스카이오피스텔,등촌동,847,26.79,,22500,0,8,11,2020
마곡동,202604,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,11200,12,11,11,2015
마곡동,202604,오피스텔_전월세,엠코지니어스타,마곡동,776-4,26.28,,15330,0,6,13,2015
마곡동,202604,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,100,82,10,11,2016
염창동,202604,오피스텔_전월세,대림밸리,염창동,263-14,29.82,,30000,0,8,13,2021
마곡동,202604,오피스텔_전월세,마곡사이언스파크뷰,마곡동,795-5,22.07,,1000,72,7,3,2016
등촌동,202604,오피스텔_전월세,아이디움,등촌동,656-36,17.31,,500,53,7,11,2014
마곡동,202604,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,21.5,,1000,80,9,11,2017
등촌동,202604,오피스텔_전월세,우림보보카운티뷰,등촌동,649-14,27.36,,1000,65,6,8,2004
